TransactionID,AccountID,CustomerID,BranchID,TransactionDate,DateKey,TransactionTypeID,TransactionType,Direction,Channel,Amount,BalanceBefore,BalanceAfter
40,1,100000001,42,2025-11-11,20251111,3,ATM Cash Deposit,Credit,ATM,57985.0,241672.7,299657.7
41,1,100000001,42,2025-11-06,20251106,7,Inter-bank Transfer In,Credit,NIP,95646.0,299657.7,395303.7
42,1,100000001,42,2025-11-29,20251129,13,Online Card Purchase,Debit,Card Network,67612.0,395303.7,327691.7
43,1,100000001,42,2025-11-25,20251125,1,Cash Deposit,Credit,Branch,65789.0,327691.7,393480.7
44,1,100000001,42,2025-11-28,20251128,12,POS Purchase,Debit,POS,42874.0,393480.7,350606.7
45,1,100000001,42,2025-11-17,20251117,12,POS Purchase,Debit,POS,11016.0,350606.7,339590.7
46,1,100000001,42,2025-11-12,20251112,13,Online Card Purchase,Debit,Card Network,72697.0,339590.7,266893.7
47,1,100000001,42,2025-11-25,20251125,19,Electricity Bill,Debit,Mobile App,537.0,266893.7,266356.7
48,1,100000001,42,2025-11-20,20251120,6,Intra-bank Transfer Out,Debit,Internal Banking,15211.0,266356.7,251145.7
49,1,100000001,42,2025-11-20,20251120,11,Transfer Fee,Debit,Core Banking,50.0,251145.7,251095.7
50,1,100000001,42,2025-11-20,20251120,37,VAT on Charges,Debit,Core Banking,3.75,251095.7,251091.95
51,1,100000001,42,2025-11-04,20251104,19,Electricity Bill,Debit,Mobile App,20653.0,251091.95,230438.95
52,1,100000001,42,2025-11-08,20251108,4,ATM Cash Withdrawal,Debit,ATM,79364.0,230438.95,151074.95
53,1,100000001,42,2025-11-03,20251103,4,ATM Cash Withdrawal,Debit,ATM,68699.0,151074.95,82375.95000000001
54,1,100000001,42,2025-11-27,20251127,4,ATM Cash Withdrawal,Debit,ATM,74822.0,82375.95,7553.949999999997
55,1,100000001,42,2025-11-21,20251121,7,Inter-bank Transfer In,Credit,NIP,68839.0,7553.95,76392.95
56,1,100000001,42,2025-11-15,20251115,3,ATM Cash Deposit,Credit,ATM,30451.0,76392.95,106843.95
57,1,100000001,42,2025-11-18,20251118,38,Savings Interest Credit,Credit,Core Banking,53.42,106843.95,106897.37
58,1,100000001,42,2025-11-18,20251118,34,SMS Alert Fee,Debit,Core Banking,4.0,106897.37,106893.37
59,1,100000001,42,2025-12-19,20251219,1,Cash Deposit,Credit,Branch,47220.0,106893.37,154113.37
60,1,100000001,42,2025-12-23,20251223,12,POS Purchase,Debit,POS,16003.0,154113.37,138110.37
61,1,100000001,42,2025-12-03,20251203,18,Data Purchase,Debit,Mobile App,22154.0,138110.37,115956.37
62,1,100000001,42,2025-12-05,20251205,13,Online Card Purchase,Debit,Card Network,76847.0,115956.37,39109.369999999995
63,1,100000001,42,2025-12-19,20251219,7,Inter-bank Transfer In,Credit,NIP,62993.0,39109.37,102102.37
64,1,100000001,42,2025-12-26,20251226,7,Inter-bank Transfer In,Credit,NIP,13363.0,102102.37,115465.37
65,1,100000001,42,2025-12-04,20251204,12,POS Purchase,Debit,POS,24219.0,115465.37,91246.37
66,1,100000001,42,2025-12-14,20251214,7,Inter-bank Transfer In,Credit,NIP,96561.0,91246.37,187807.37
67,1,100000001,42,2025-12-02,20251202,12,POS Purchase,Debit,POS,43348.0,187807.37,144459.37
68,1,100000001,42,2025-12-04,20251204,4,ATM Cash Withdrawal,Debit,ATM,49473.0,144459.37,94986.37
69,1,100000001,42,2025-12-26,20251226,18,Data Purchase,Debit,Mobile App,16795.0,94986.37,78191.37
70,1,100000001,42,2025-12-07,20251207,1,Cash Deposit,Credit,Branch,245202.0,78191.37,323393.37
71,1,100000001,42,2025-12-05,20251205,7,Inter-bank Transfer In,Credit,NIP,37509.0,323393.37,360902.37
72,1,100000001,42,2025-12-15,20251215,5,Intra-bank Transfer In,Credit,Internal Banking,10880.0,360902.37,371782.37
73,1,100000001,42,2025-12-15,20251215,17,Airtime Purchase,Debit,Mobile App,36566.0,371782.37,335216.37
74,1,100000001,42,2025-12-04,20251204,4,ATM Cash Withdrawal,Debit,ATM,75855.0,335216.37,259361.37
75,1,100000001,42,2025-12-27,20251227,4,ATM Cash Withdrawal,Debit,ATM,17224.0,259361.37,242137.37
76,1,100000001,42,2025-12-30,20251230,38,Savings Interest Credit,Credit,Core Banking,121.07,242137.37,242258.44
77,1,100000001,42,2025-12-30,20251230,34,SMS Alert Fee,Debit,Core Banking,4.0,242258.44,242254.44
78,2,100000001,42,2026-05-06,20260506,7,Inter-bank Transfer In,Credit,NIP,64092.0,1207119.0,1271211.0
79,2,100000001,42,2026-05-07,20260507,18,Data Purchase,Debit,Mobile App,4342.0,1271211.0,1266869.0
80,2,100000001,42,2026-05-06,20260506,7,Inter-bank Transfer In,Credit,NIP,52173.0,1266869.0,1319042.0
81,2,100000001,42,2026-05-09,20260509,19,Electricity Bill,Debit,Mobile App,30319.0,1319042.0,1288723.0
82,2,100000001,42,2026-05-10,20260510,7,Inter-bank Transfer In,Credit,NIP,96748.0,1288723.0,1385471.0
83,2,100000001,42,2026-05-26,20260526,8,Inter-bank Transfer Out,Debit,NIP,381652.0,1385471.0,1003819.0
84,2,100000001,42,2026-05-26,20260526,11,Transfer Fee,Debit,Core Banking,50.0,1003819.0,1003769.0
85,2,100000001,42,2026-05-26,20260526,37,VAT on Charges,Debit,Core Banking,3.75,1003769.0,1003765.25
86,2,100000001,42,2026-05-16,20260516,2,Cash Withdrawal,Debit,Branch,39890.0,1003765.25,963875.25
87,2,100000001,42,2026-05-07,20260507,20,Cable TV Subscription,Debit,Mobile App,38457.0,963875.25,925418.25
88,2,100000001,42,2026-05-24,20260524,8,Inter-bank Transfer Out,Debit,NIP,397154.0,925418.25,528264.25
89,2,100000001,42,2026-05-24,20260524,11,Transfer Fee,Debit,Core Banking,50.0,528264.25,528214.25
90,2,100000001,42,2026-05-24,20260524,37,VAT on Charges,Debit,Core Banking,3.75,528214.25,528210.5
91,2,100000001,42,2026-05-11,20260511,4,ATM Cash Withdrawal,Debit,ATM,81569.0,528210.5,446641.5
92,2,100000001,42,2026-05-17,20260517,2,Cash Withdrawal,Debit,Branch,67562.0,446641.5,379079.5
93,2,100000001,42,2026-05-03,20260503,17,Airtime Purchase,Debit,Mobile App,4990.0,379079.5,374089.5
94,2,100000001,42,2026-05-20,20260520,4,ATM Cash Withdrawal,Debit,ATM,35828.0,374089.5,338261.5
95,2,100000001,42,2026-05-13,20260513,3,ATM Cash Deposit,Credit,ATM,75668.0,338261.5,413929.5
96,2,100000001,42,2026-05-08,20260508,8,Inter-bank Transfer Out,Debit,NIP,25836.0,413929.5,388093.5
97,2,100000001,42,2026-05-08,20260508,11,Transfer Fee,Debit,Core Banking,50.0,388093.5,388043.5
98,2,100000001,42,2026-05-08,20260508,37,VAT on Charges,Debit,Core Banking,3.75,388043.5,388039.75
99,2,100000001,42,2026-05-20,20260520,4,ATM Cash Withdrawal,Debit,ATM,91163.0,388039.75,296876.75
100,2,100000001,42,2026-05-19,20260519,8,Inter-bank Transfer Out,Debit,NIP,170868.0,296876.75,126008.75
101,2,100000001,42,2026-05-19,20260519,11,Transfer Fee,Debit,Core Banking,50.0,126008.75,125958.75
102,2,100000001,42,2026-05-19,20260519,37,VAT on Charges,Debit,Core Banking,3.75,125958.75,125955.0
103,2,100000001,42,2026-05-30,20260530,5,Intra-bank Transfer In,Credit,Internal Banking,88782.0,125955.0,214737.0
104,2,100000001,42,2026-05-23,20260523,34,SMS Alert Fee,Debit,Core Banking,4.0,214737.0,214733.0
105,2,100000001,42,2026-06-08,20260608,5,Intra-bank Transfer In,Credit,Internal Banking,18154.0,214733.0,232887.0
106,2,100000001,42,2026-06-22,20260622,12,POS Purchase,Debit,POS,30964.0,232887.0,201923.0
107,2,100000001,42,2026-06-11,20260611,19,Electricity Bill,Debit,Mobile App,5254.0,201923.0,196669.0
108,2,100000001,42,2026-06-01,20260601,7,Inter-bank Transfer In,Credit,NIP,74792.0,196669.0,271461.0
109,2,100000001,42,2026-06-04,20260604,4,ATM Cash Withdrawal,Debit,ATM,32938.0,271461.0,238523.0
110,2,100000001,42,2026-06-17,20260617,5,Intra-bank Transfer In,Credit,Internal Banking,46745.0,238523.0,285268.0
111,2,100000001,42,2026-06-29,20260629,4,ATM Cash Withdrawal,Debit,ATM,37018.0,285268.0,248250.0
112,2,100000001,42,2026-06-12,20260612,5,Intra-bank Transfer In,Credit,Internal Banking,58433.0,248250.0,306683.0
113,2,100000001,42,2026-06-27,20260627,8,Inter-bank Transfer Out,Debit,NIP,163606.0,306683.0,143077.0
114,2,100000001,42,2026-06-27,20260627,11,Transfer Fee,Debit,Core Banking,50.0,143077.0,143027.0
115,2,100000001,42,2026-06-27,20260627,37,VAT on Charges,Debit,Core Banking,3.75,143027.0,143023.25
116,2,100000001,42,2026-06-20,20260620,21,School Fees,Debit,Mobile App,86717.0,143023.25,56306.25
117,2,100000001,42,2026-06-10,20260610,19,Electricity Bill,Debit,Mobile App,7288.0,56306.25,49018.25
118,2,100000001,42,2026-06-29,20260629,2,Cash Withdrawal,Debit,Branch,16129.0,49018.25,32889.25
119,2,100000001,42,2026-06-29,20260629,3,ATM Cash Deposit,Credit,ATM,73512.0,32889.25,106401.25
120,2,100000001,42,2026-06-05,20260605,5,Intra-bank Transfer In,Credit,Internal Banking,80276.0,106401.25,186677.25
121,2,100000001,42,2026-06-07,20260607,13,Online Card Purchase,Debit,Card Network,28685.0,186677.25,157992.25
122,2,100000001,42,2026-06-22,20260622,12,POS Purchase,Debit,POS,18300.0,157992.25,139692.25
123,2,100000001,42,2026-06-30,20260630,17,Airtime Purchase,Debit,Mobile App,6548.0,139692.25,133144.25
124,2,100000001,42,2026-06-21,20260621,7,Inter-bank Transfer In,Credit,NIP,37265.0,133144.25,170409.25
125,2,100000001,42,2026-06-02,20260602,4,ATM Cash Withdrawal,Debit,ATM,22146.0,170409.25,148263.25
126,2,100000001,42,2026-06-21,20260621,21,School Fees,Debit,Mobile App,22178.0,148263.25,126085.25
127,2,100000001,42,2026-06-24,20260624,34,SMS Alert Fee,Debit,Core Banking,4.0,126085.25,126081.25
128,3,100000002,142,2020-04-14,20200414,9,Salary Credit,Credit,Internal Clearing,636297.0,9655797.0,10292094.0
129,3,100000002,142,2020-04-18,20200418,4,ATM Cash Withdrawal,Debit,ATM,14862.0,10292094.0,10277232.0
130,3,100000002,142,2020-04-29,20200429,12,POS Purchase,Debit,POS,10768.0,10277232.0,10266464.0
131,3,100000002,142,2020-04-18,20200418,4,ATM Cash Withdrawal,Debit,ATM,53393.0,10266464.0,10213071.0
132,3,100000002,142,2020-04-19,20200419,8,Inter-bank Transfer Out,Debit,NIP,230332.0,10213071.0,9982739.0
133,3,100000002,142,2020-04-19,20200419,11,Transfer Fee,Debit,Core Banking,50.0,9982739.0,9982689.0
134,3,100000002,142,2020-04-19,20200419,37,VAT on Charges,Debit,Core Banking,3.75,9982689.0,9982685.25
135,3,100000002,142,2020-04-05,20200405,4,ATM Cash Withdrawal,Debit,ATM,52795.0,9982685.25,9929890.25
136,3,100000002,142,2020-04-29,20200429,19,Electricity Bill,Debit,Mobile App,3114.0,9929890.25,9926776.25
137,3,100000002,142,2020-04-29,20200429,6,Intra-bank Transfer Out,Debit,Internal Banking,362599.0,9926776.25,9564177.25
138,3,100000002,142,2020-04-29,20200429,11,Transfer Fee,Debit,Core Banking,50.0,9564177.25,9564127.25
139,3,100000002,142,2020-04-29,20200429,37,VAT on Charges,Debit,Core Banking,3.75,9564127.25,9564123.5
140,3,100000002,142,2020-04-08,20200408,12,POS Purchase,Debit,POS,24178.0,9564123.5,9539945.5
141,3,100000002,142,2020-04-25,20200425,8,Inter-bank Transfer Out,Debit,NIP,463601.0,9539945.5,9076344.5
142,3,100000002,142,2020-04-25,20200425,11,Transfer Fee,Debit,Core Banking,50.0,9076344.5,9076294.5
143,3,100000002,142,2020-04-25,20200425,37,VAT on Charges,Debit,Core Banking,3.75,9076294.5,9076290.75
144,3,100000002,142,2020-04-14,20200414,20,Cable TV Subscription,Debit,Mobile App,49617.0,9076290.75,9026673.75
145,3,100000002,142,2020-04-05,20200405,19,Electricity Bill,Debit,Mobile App,16014.0,9026673.75,9010659.75
146,3,100000002,142,2020-04-28,20200428,2,Cash Withdrawal,Debit,Branch,24206.0,9010659.75,8986453.75
147,3,100000002,142,2020-04-29,20200429,7,Inter-bank Transfer In,Credit,NIP,24509.0,8986453.75,9010962.75
148,3,100000002,142,2020-04-24,20200424,19,Electricity Bill,Debit,Mobile App,27482.0,9010962.75,8983480.75
149,3,100000002,142,2020-04-26,20200426,12,POS Purchase,Debit,POS,49172.0,8983480.75,8934308.75
150,3,100000002,142,2020-04-26,20200426,5,Intra-bank Transfer In,Credit,Internal Banking,21866.0,8934308.75,8956174.75
151,3,100000002,142,2020-04-26,20200426,12,POS Purchase,Debit,POS,26070.0,8956174.75,8930104.75
152,3,100000002,142,2020-04-28,20200428,4,ATM Cash Withdrawal,Debit,ATM,66694.0,8930104.75,8863410.75
153,3,100000002,142,2020-04-08,20200408,1,Cash Deposit,Credit,Branch,251331.0,8863410.75,9114741.75
154,3,100000002,142,2020-04-12,20200412,6,Intra-bank Transfer Out,Debit,Internal Banking,421990.0,9114741.75,8692751.75
155,3,100000002,142,2020-04-12,20200412,11,Transfer Fee,Debit,Core Banking,50.0,8692751.75,8692701.75
156,3,100000002,142,2020-04-12,20200412,37,VAT on Charges,Debit,Core Banking,3.75,8692701.75,8692698.0
157,3,100000002,142,2020-04-28,20200428,5,Intra-bank Transfer In,Credit,Internal Banking,4101.0,8692698.0,8696799.0
158,3,100000002,142,2020-04-22,20200422,1,Cash Deposit,Credit,Branch,182103.0,8696799.0,8878902.0
159,3,100000002,142,2020-04-09,20200409,18,Data Purchase,Debit,Mobile App,18792.0,8878902.0,8860110.0
160,3,100000002,142,2020-04-12,20200412,12,POS Purchase,Debit,POS,27193.0,8860110.0,8832917.0
161,3,100000002,142,2020-04-22,20200422,21,School Fees,Debit,Mobile App,71282.0,8832917.0,8761635.0
162,3,100000002,142,2020-04-11,20200411,19,Electricity Bill,Debit,Mobile App,8059.0,8761635.0,8753576.0
163,3,100000002,142,2020-04-29,20200429,38,Savings Interest Credit,Credit,Core Banking,4376.79,8753576.0,8757952.79
164,3,100000002,142,2020-04-29,20200429,34,SMS Alert Fee,Debit,Core Banking,4.0,8757952.79,8757948.79
165,3,100000002,142,2020-05-31,20200531,9,Salary Credit,Credit,Internal Clearing,612678.0,8757948.79,9370626.79
166,3,100000002,142,2020-05-09,20200509,4,ATM Cash Withdrawal,Debit,ATM,83193.0,9370626.79,9287433.79
167,3,100000002,142,2020-05-14,20200514,6,Intra-bank Transfer Out,Debit,Internal Banking,417314.0,9287433.79,8870119.79
168,3,100000002,142,2020-05-14,20200514,11,Transfer Fee,Debit,Core Banking,50.0,8870119.79,8870069.79
169,3,100000002,142,2020-05-14,20200514,37,VAT on Charges,Debit,Core Banking,3.75,8870069.79,8870066.04
170,3,100000002,142,2020-05-11,20200511,7,Inter-bank Transfer In,Credit,NIP,68033.0,8870066.04,8938099.04
171,3,100000002,142,2020-05-04,20200504,7,Inter-bank Transfer In,Credit,NIP,76574.0,8938099.04,9014673.04
172,3,100000002,142,2020-05-07,20200507,5,Intra-bank Transfer In,Credit,Internal Banking,93901.0,9014673.04,9108574.04
173,3,100000002,142,2020-05-14,20200514,4,ATM Cash Withdrawal,Debit,ATM,75575.0,9108574.04,9032999.04
174,3,100000002,142,2020-05-22,20200522,13,Online Card Purchase,Debit,Card Network,99248.0,9032999.04,8933751.04
175,3,100000002,142,2020-05-24,20200524,12,POS Purchase,Debit,POS,24869.0,8933751.04,8908882.04
176,3,100000002,142,2020-05-14,20200514,4,ATM Cash Withdrawal,Debit,ATM,92062.0,8908882.04,8816820.04
177,3,100000002,142,2020-05-30,20200530,6,Intra-bank Transfer Out,Debit,Internal Banking,169582.0,8816820.04,8647238.04
178,3,100000002,142,2020-05-30,20200530,11,Transfer Fee,Debit,Core Banking,50.0,8647238.04,8647188.04
179,3,100000002,142,2020-05-30,20200530,37,VAT on Charges,Debit,Core Banking,3.75,8647188.04,8647184.29
180,3,100000002,142,2020-05-22,20200522,17,Airtime Purchase,Debit,Mobile App,47669.0,8647184.29,8599515.29
181,3,100000002,142,2020-05-29,20200529,6,Intra-bank Transfer Out,Debit,Internal Banking,167154.0,8599515.29,8432361.29
182,3,100000002,142,2020-05-29,20200529,11,Transfer Fee,Debit,Core Banking,50.0,8432361.29,8432311.29
183,3,100000002,142,2020-05-29,20200529,37,VAT on Charges,Debit,Core Banking,3.75,8432311.29,8432307.54
184,3,100000002,142,2020-05-22,20200522,7,Inter-bank Transfer In,Credit,NIP,53743.0,8432307.54,8486050.54
185,3,100000002,142,2020-05-23,20200523,5,Intra-bank Transfer In,Credit,Internal Banking,17683.0,8486050.54,8503733.54
186,3,100000002,142,2020-05-07,20200507,7,Inter-bank Transfer In,Credit,NIP,50695.0,8503733.54,8554428.54
187,3,100000002,142,2020-05-22,20200522,13,Online Card Purchase,Debit,Card Network,24810.0,8554428.54,8529618.54
188,3,100000002,142,2020-05-20,20200520,8,Inter-bank Transfer Out,Debit,NIP,217900.0,8529618.54,8311718.539999999
189,3,100000002,142,2020-05-20,20200520,11,Transfer Fee,Debit,Core Banking,50.0,8311718.54,8311668.54
190,3,100000002,142,2020-05-20,20200520,37,VAT on Charges,Debit,Core Banking,3.75,8311668.54,8311664.79
191,3,100000002,142,2020-05-18,20200518,17,Airtime Purchase,Debit,Mobile App,20414.0,8311664.79,8291250.79
192,3,100000002,142,2020-05-10,20200510,1,Cash Deposit,Credit,Branch,178951.0,8291250.79,8470201.79
193,3,100000002,142,2020-05-15,20200515,7,Inter-bank Transfer In,Credit,NIP,89555.0,8470201.79,8559756.79
194,3,100000002,142,2020-05-07,20200507,38,Savings Interest Credit,Credit,Core Banking,4279.88,8559756.79,8564036.67
195,3,100000002,142,2020-05-07,20200507,34,SMS Alert Fee,Debit,Core Banking,4.0,8564036.67,8564032.67
196,3,100000002,142,2020-06-29,20200629,9,Salary Credit,Credit,Internal Clearing,631328.0,8564032.67,9195360.67
197,3,100000002,142,2020-06-26,20200626,13,Online Card Purchase,Debit,Card Network,88356.0,9195360.67,9107004.67
198,3,100000002,142,2020-06-03,20200603,5,Intra-bank Transfer In,Credit,Internal Banking,88012.0,9107004.67,9195016.67
199,3,100000002,142,2020-06-21,20200621,12,POS Purchase,Debit,POS,7120.0,9195016.67,9187896.67
200,3,100000002,142,2020-06-27,20200627,20,Cable TV Subscription,Debit,Mobile App,15892.0,9187896.67,9172004.67
201,3,100000002,142,2020-06-22,20200622,6,Intra-bank Transfer Out,Debit,Internal Banking,427871.0,9172004.67,8744133.67
202,3,100000002,142,2020-06-22,20200622,11,Transfer Fee,Debit,Core Banking,50.0,8744133.67,8744083.67
203,3,100000002,142,2020-06-22,20200622,37,VAT on Charges,Debit,Core Banking,3.75,8744083.67,8744079.92
204,3,100000002,142,2020-06-07,20200607,2,Cash Withdrawal,Debit,Branch,7057.0,8744079.92,8737022.92
205,3,100000002,142,2020-06-08,20200608,21,School Fees,Debit,Mobile App,81120.0,8737022.92,8655902.92
206,3,100000002,142,2020-06-28,20200628,13,Online Card Purchase,Debit,Card Network,61692.0,8655902.92,8594210.92
207,3,100000002,142,2020-06-14,20200614,18,Data Purchase,Debit,Mobile App,38227.0,8594210.92,8555983.92
208,3,100000002,142,2020-06-07,20200607,13,Online Card Purchase,Debit,Card Network,52328.0,8555983.92,8503655.92
209,3,100000002,142,2020-06-16,20200616,7,Inter-bank Transfer In,Credit,NIP,20342.0,8503655.92,8523997.92
210,3,100000002,142,2020-06-21,20200621,12,POS Purchase,Debit,POS,7985.0,8523997.92,8516012.92
211,3,100000002,142,2020-06-25,20200625,7,Inter-bank Transfer In,Credit,NIP,24053.0,8516012.92,8540065.92
212,3,100000002,142,2020-06-26,20200626,20,Cable TV Subscription,Debit,Mobile App,34444.0,8540065.92,8505621.92
213,3,100000002,142,2020-06-15,20200615,4,ATM Cash Withdrawal,Debit,ATM,37662.0,8505621.92,8467959.92
214,3,100000002,142,2020-06-30,20200630,17,Airtime Purchase,Debit,Mobile App,30414.0,8467959.92,8437545.92
215,3,100000002,142,2020-06-05,20200605,17,Airtime Purchase,Debit,Mobile App,44250.0,8437545.92,8393295.92
216,3,100000002,142,2020-06-17,20200617,22,Insurance Premium,Debit,Mobile App,79047.0,8393295.92,8314248.92
217,3,100000002,142,2020-06-11,20200611,19,Electricity Bill,Debit,Mobile App,29504.0,8314248.92,8284744.92
218,3,100000002,142,2020-06-20,20200620,17,Airtime Purchase,Debit,Mobile App,33581.0,8284744.92,8251163.92
219,3,100000002,142,2020-06-14,20200614,17,Airtime Purchase,Debit,Mobile App,36405.0,8251163.92,8214758.92
220,3,100000002,142,2020-06-15,20200615,18,Data Purchase,Debit,Mobile App,49236.0,8214758.92,8165522.92
221,3,100000002,142,2020-06-28,20200628,7,Inter-bank Transfer In,Credit,NIP,34972.0,8165522.92,8200494.92
222,3,100000002,142,2020-06-25,20200625,5,Intra-bank Transfer In,Credit,Internal Banking,84579.0,8200494.92,8285073.92
223,3,100000002,142,2020-06-09,20200609,13,Online Card Purchase,Debit,Card Network,70327.0,8285073.92,8214746.92
224,3,100000002,142,2020-06-16,20200616,12,POS Purchase,Debit,POS,18996.0,8214746.92,8195750.92
225,3,100000002,142,2020-06-15,20200615,4,ATM Cash Withdrawal,Debit,ATM,42450.0,8195750.92,8153300.92
226,3,100000002,142,2020-06-08,20200608,5,Intra-bank Transfer In,Credit,Internal Banking,42904.0,8153300.92,8196204.92
227,3,100000002,142,2020-06-29,20200629,38,Savings Interest Credit,Credit,Core Banking,4098.1,8196204.92,8200303.02
228,3,100000002,142,2020-06-29,20200629,34,SMS Alert Fee,Debit,Core Banking,4.0,8200303.02,8200299.02
229,3,100000002,142,2020-07-05,20200705,9,Salary Credit,Credit,Internal Clearing,606475.0,8200299.02,8806774.02
230,3,100000002,142,2020-07-08,20200708,7,Inter-bank Transfer In,Credit,NIP,21028.0,8806774.02,8827802.02
231,3,100000002,142,2020-07-23,20200723,1,Cash Deposit,Credit,Branch,227510.0,8827802.02,9055312.02
232,3,100000002,142,2020-07-14,20200714,6,Intra-bank Transfer Out,Debit,Internal Banking,249278.0,9055312.02,8806034.02
233,3,100000002,142,2020-07-14,20200714,11,Transfer Fee,Debit,Core Banking,50.0,8806034.02,8805984.02
234,3,100000002,142,2020-07-14,20200714,37,VAT on Charges,Debit,Core Banking,3.75,8805984.02,8805980.27
235,3,100000002,142,2020-07-14,20200714,4,ATM Cash Withdrawal,Debit,ATM,60069.0,8805980.27,8745911.27
236,3,100000002,142,2020-07-13,20200713,18,Data Purchase,Debit,Mobile App,38778.0,8745911.27,8707133.27
237,3,100000002,142,2020-07-31,20200731,12,POS Purchase,Debit,POS,38728.0,8707133.27,8668405.27
238,3,100000002,142,2020-07-13,20200713,7,Inter-bank Transfer In,Credit,NIP,47105.0,8668405.27,8715510.27
239,3,100000002,142,2020-07-10,20200710,13,Online Card Purchase,Debit,Card Network,56921.0,8715510.27,8658589.27
