DateKey,Date,Year,Quarter,QuarterName,MonthNumber,MonthName,MonthYear,YearMonthKey,WeekNumber,Day,DayName,FinancialYear,DaysInMonth,MonthEndDate,IsWeekend,IsMonthStart,IsMonthEnd,IsLeapYear
20160129,2016-01-29,2016,1,Q1,1,January,Jan 2016,201601,4,29,Friday,2016,31,2016-01-31,False,False,False,True
20160130,2016-01-30,2016,1,Q1,1,January,Jan 2016,201601,4,30,Saturday,2016,31,2016-01-31,True,False,False,True
20160131,2016-01-31,2016,1,Q1,1,January,Jan 2016,201601,4,31,Sunday,2016,31,2016-01-31,True,False,True,True
20160201,2016-02-01,2016,1,Q1,2,February,Feb 2016,201602,5,1,Monday,2016,29,2016-02-29,False,True,False,True
20160202,2016-02-02,2016,1,Q1,2,February,Feb 2016,201602,5,2,Tuesday,2016,29,2016-02-29,False,False,False,True
20160203,2016-02-03,2016,1,Q1,2,February,Feb 2016,201602,5,3,Wednesday,2016,29,2016-02-29,False,False,False,True
20160204,2016-02-04,2016,1,Q1,2,February,Feb 2016,201602,5,4,Thursday,2016,29,2016-02-29,False,False,False,True
20160205,2016-02-05,2016,1,Q1,2,February,Feb 2016,201602,5,5,Friday,2016,29,2016-02-29,False,False,False,True
20160206,2016-02-06,2016,1,Q1,2,February,Feb 2016,201602,5,6,Saturday,2016,29,2016-02-29,True,False,False,True
20160207,2016-02-07,2016,1,Q1,2,February,Feb 2016,201602,5,7,Sunday,2016,29,2016-02-29,True,False,False,True
20160208,2016-02-08,2016,1,Q1,2,February,Feb 2016,201602,6,8,Monday,2016,29,2016-02-29,False,False,False,True
20160209,2016-02-09,2016,1,Q1,2,February,Feb 2016,201602,6,9,Tuesday,2016,29,2016-02-29,False,False,False,True
20160210,2016-02-10,2016,1,Q1,2,February,Feb 2016,201602,6,10,Wednesday,2016,29,2016-02-29,False,False,False,True
20160211,2016-02-11,2016,1,Q1,2,February,Feb 2016,201602,6,11,Thursday,2016,29,2016-02-29,False,False,False,True
20160212,2016-02-12,2016,1,Q1,2,February,Feb 2016,201602,6,12,Friday,2016,29,2016-02-29,False,False,False,True
20160213,2016-02-13,2016,1,Q1,2,February,Feb 2016,201602,6,13,Saturday,2016,29,2016-02-29,True,False,False,True
20160214,2016-02-14,2016,1,Q1,2,February,Feb 2016,201602,6,14,Sunday,2016,29,2016-02-29,True,False,False,True
20160215,2016-02-15,2016,1,Q1,2,February,Feb 2016,201602,7,15,Monday,2016,29,2016-02-29,False,False,False,True
20160216,2016-02-16,2016,1,Q1,2,February,Feb 2016,201602,7,16,Tuesday,2016,29,2016-02-29,False,False,False,True
20160217,2016-02-17,2016,1,Q1,2,February,Feb 2016,201602,7,17,Wednesday,2016,29,2016-02-29,False,False,False,True
20160218,2016-02-18,2016,1,Q1,2,February,Feb 2016,201602,7,18,Thursday,2016,29,2016-02-29,False,False,False,True
20160219,2016-02-19,2016,1,Q1,2,February,Feb 2016,201602,7,19,Friday,2016,29,2016-02-29,False,False,False,True
20160220,2016-02-20,2016,1,Q1,2,February,Feb 2016,201602,7,20,Saturday,2016,29,2016-02-29,True,False,False,True
20160221,2016-02-21,2016,1,Q1,2,February,Feb 2016,201602,7,21,Sunday,2016,29,2016-02-29,True,False,False,True
20160222,2016-02-22,2016,1,Q1,2,February,Feb 2016,201602,8,22,Monday,2016,29,2016-02-29,False,False,False,True
20160223,2016-02-23,2016,1,Q1,2,February,Feb 2016,201602,8,23,Tuesday,2016,29,2016-02-29,False,False,False,True
20160224,2016-02-24,2016,1,Q1,2,February,Feb 2016,201602,8,24,Wednesday,2016,29,2016-02-29,False,False,False,True
20160225,2016-02-25,2016,1,Q1,2,February,Feb 2016,201602,8,25,Thursday,2016,29,2016-02-29,False,False,False,True
20160226,2016-02-26,2016,1,Q1,2,February,Feb 2016,201602,8,26,Friday,2016,29,2016-02-29,False,False,False,True
20160227,2016-02-27,2016,1,Q1,2,February,Feb 2016,201602,8,27,Saturday,2016,29,2016-02-29,True,False,False,True
20160228,2016-02-28,2016,1,Q1,2,February,Feb 2016,201602,8,28,Sunday,2016,29,2016-02-29,True,False,False,True
20160229,2016-02-29,2016,1,Q1,2,February,Feb 2016,201602,9,29,Monday,2016,29,2016-02-29,False,False,True,True
20160301,2016-03-01,2016,1,Q1,3,March,Mar 2016,201603,9,1,Tuesday,2016,31,2016-03-31,False,True,False,True
20160302,2016-03-02,2016,1,Q1,3,March,Mar 2016,201603,9,2,Wednesday,2016,31,2016-03-31,False,False,False,True
20160303,2016-03-03,2016,1,Q1,3,March,Mar 2016,201603,9,3,Thursday,2016,31,2016-03-31,False,False,False,True
20160304,2016-03-04,2016,1,Q1,3,March,Mar 2016,201603,9,4,Friday,2016,31,2016-03-31,False,False,False,True
20160305,2016-03-05,2016,1,Q1,3,March,Mar 2016,201603,9,5,Saturday,2016,31,2016-03-31,True,False,False,True
20160306,2016-03-06,2016,1,Q1,3,March,Mar 2016,201603,9,6,Sunday,2016,31,2016-03-31,True,False,False,True
20160307,2016-03-07,2016,1,Q1,3,March,Mar 2016,201603,10,7,Monday,2016,31,2016-03-31,False,False,False,True
20160308,2016-03-08,2016,1,Q1,3,March,Mar 2016,201603,10,8,Tuesday,2016,31,2016-03-31,False,False,False,True
20160309,2016-03-09,2016,1,Q1,3,March,Mar 2016,201603,10,9,Wednesday,2016,31,2016-03-31,False,False,False,True
20160310,2016-03-10,2016,1,Q1,3,March,Mar 2016,201603,10,10,Thursday,2016,31,2016-03-31,False,False,False,True
20160311,2016-03-11,2016,1,Q1,3,March,Mar 2016,201603,10,11,Friday,2016,31,2016-03-31,False,False,False,True
20160312,2016-03-12,2016,1,Q1,3,March,Mar 2016,201603,10,12,Saturday,2016,31,2016-03-31,True,False,False,True
20160313,2016-03-13,2016,1,Q1,3,March,Mar 2016,201603,10,13,Sunday,2016,31,2016-03-31,True,False,False,True
20160314,2016-03-14,2016,1,Q1,3,March,Mar 2016,201603,11,14,Monday,2016,31,2016-03-31,False,False,False,True
20160315,2016-03-15,2016,1,Q1,3,March,Mar 2016,201603,11,15,Tuesday,2016,31,2016-03-31,False,False,False,True
20160316,2016-03-16,2016,1,Q1,3,March,Mar 2016,201603,11,16,Wednesday,2016,31,2016-03-31,False,False,False,True
20160317,2016-03-17,2016,1,Q1,3,March,Mar 2016,201603,11,17,Thursday,2016,31,2016-03-31,False,False,False,True
20160318,2016-03-18,2016,1,Q1,3,March,Mar 2016,201603,11,18,Friday,2016,31,2016-03-31,False,False,False,True
20160319,2016-03-19,2016,1,Q1,3,March,Mar 2016,201603,11,19,Saturday,2016,31,2016-03-31,True,False,False,True
20160320,2016-03-20,2016,1,Q1,3,March,Mar 2016,201603,11,20,Sunday,2016,31,2016-03-31,True,False,False,True
20160321,2016-03-21,2016,1,Q1,3,March,Mar 2016,201603,12,21,Monday,2016,31,2016-03-31,False,False,False,True
20160322,2016-03-22,2016,1,Q1,3,March,Mar 2016,201603,12,22,Tuesday,2016,31,2016-03-31,False,False,False,True
20160323,2016-03-23,2016,1,Q1,3,March,Mar 2016,201603,12,23,Wednesday,2016,31,2016-03-31,False,False,False,True
20160324,2016-03-24,2016,1,Q1,3,March,Mar 2016,201603,12,24,Thursday,2016,31,2016-03-31,False,False,False,True
20160325,2016-03-25,2016,1,Q1,3,March,Mar 2016,201603,12,25,Friday,2016,31,2016-03-31,False,False,False,True
20160326,2016-03-26,2016,1,Q1,3,March,Mar 2016,201603,12,26,Saturday,2016,31,2016-03-31,True,False,False,True
20160327,2016-03-27,2016,1,Q1,3,March,Mar 2016,201603,12,27,Sunday,2016,31,2016-03-31,True,False,False,True
20160328,2016-03-28,2016,1,Q1,3,March,Mar 2016,201603,13,28,Monday,2016,31,2016-03-31,False,False,False,True
20160329,2016-03-29,2016,1,Q1,3,March,Mar 2016,201603,13,29,Tuesday,2016,31,2016-03-31,False,False,False,True
20160330,2016-03-30,2016,1,Q1,3,March,Mar 2016,201603,13,30,Wednesday,2016,31,2016-03-31,False,False,False,True
20160331,2016-03-31,2016,1,Q1,3,March,Mar 2016,201603,13,31,Thursday,2016,31,2016-03-31,False,False,True,True
20160401,2016-04-01,2016,2,Q2,4,April,Apr 2016,201604,13,1,Friday,2016,30,2016-04-30,False,True,False,True
20160402,2016-04-02,2016,2,Q2,4,April,Apr 2016,201604,13,2,Saturday,2016,30,2016-04-30,True,False,False,True
20160403,2016-04-03,2016,2,Q2,4,April,Apr 2016,201604,13,3,Sunday,2016,30,2016-04-30,True,False,False,True
20160404,2016-04-04,2016,2,Q2,4,April,Apr 2016,201604,14,4,Monday,2016,30,2016-04-30,False,False,False,True
20160405,2016-04-05,2016,2,Q2,4,April,Apr 2016,201604,14,5,Tuesday,2016,30,2016-04-30,False,False,False,True
20160406,2016-04-06,2016,2,Q2,4,April,Apr 2016,201604,14,6,Wednesday,2016,30,2016-04-30,False,False,False,True
20160407,2016-04-07,2016,2,Q2,4,April,Apr 2016,201604,14,7,Thursday,2016,30,2016-04-30,False,False,False,True
20160408,2016-04-08,2016,2,Q2,4,April,Apr 2016,201604,14,8,Friday,2016,30,2016-04-30,False,False,False,True
20160409,2016-04-09,2016,2,Q2,4,April,Apr 2016,201604,14,9,Saturday,2016,30,2016-04-30,True,False,False,True
20160410,2016-04-10,2016,2,Q2,4,April,Apr 2016,201604,14,10,Sunday,2016,30,2016-04-30,True,False,False,True
20160411,2016-04-11,2016,2,Q2,4,April,Apr 2016,201604,15,11,Monday,2016,30,2016-04-30,False,False,False,True
20160412,2016-04-12,2016,2,Q2,4,April,Apr 2016,201604,15,12,Tuesday,2016,30,2016-04-30,False,False,False,True
20160413,2016-04-13,2016,2,Q2,4,April,Apr 2016,201604,15,13,Wednesday,2016,30,2016-04-30,False,False,False,True
20160414,2016-04-14,2016,2,Q2,4,April,Apr 2016,201604,15,14,Thursday,2016,30,2016-04-30,False,False,False,True
20160415,2016-04-15,2016,2,Q2,4,April,Apr 2016,201604,15,15,Friday,2016,30,2016-04-30,False,False,False,True
20160416,2016-04-16,2016,2,Q2,4,April,Apr 2016,201604,15,16,Saturday,2016,30,2016-04-30,True,False,False,True
20160417,2016-04-17,2016,2,Q2,4,April,Apr 2016,201604,15,17,Sunday,2016,30,2016-04-30,True,False,False,True
20160418,2016-04-18,2016,2,Q2,4,April,Apr 2016,201604,16,18,Monday,2016,30,2016-04-30,False,False,False,True
20160419,2016-04-19,2016,2,Q2,4,April,Apr 2016,201604,16,19,Tuesday,2016,30,2016-04-30,False,False,False,True
20160420,2016-04-20,2016,2,Q2,4,April,Apr 2016,201604,16,20,Wednesday,2016,30,2016-04-30,False,False,False,True
20160421,2016-04-21,2016,2,Q2,4,April,Apr 2016,201604,16,21,Thursday,2016,30,2016-04-30,False,False,False,True
20160422,2016-04-22,2016,2,Q2,4,April,Apr 2016,201604,16,22,Friday,2016,30,2016-04-30,False,False,False,True
20160423,2016-04-23,2016,2,Q2,4,April,Apr 2016,201604,16,23,Saturday,2016,30,2016-04-30,True,False,False,True
20160424,2016-04-24,2016,2,Q2,4,April,Apr 2016,201604,16,24,Sunday,2016,30,2016-04-30,True,False,False,True
20160425,2016-04-25,2016,2,Q2,4,April,Apr 2016,201604,17,25,Monday,2016,30,2016-04-30,False,False,False,True
20160426,2016-04-26,2016,2,Q2,4,April,Apr 2016,201604,17,26,Tuesday,2016,30,2016-04-30,False,False,False,True
20160427,2016-04-27,2016,2,Q2,4,April,Apr 2016,201604,17,27,Wednesday,2016,30,2016-04-30,False,False,False,True
20160428,2016-04-28,2016,2,Q2,4,April,Apr 2016,201604,17,28,Thursday,2016,30,2016-04-30,False,False,False,True
20160429,2016-04-29,2016,2,Q2,4,April,Apr 2016,201604,17,29,Friday,2016,30,2016-04-30,False,False,False,True
20160430,2016-04-30,2016,2,Q2,4,April,Apr 2016,201604,17,30,Saturday,2016,30,2016-04-30,True,False,True,True
20160501,2016-05-01,2016,2,Q2,5,May,May 2016,201605,17,1,Sunday,2016,31,2016-05-31,True,True,False,True
20160502,2016-05-02,2016,2,Q2,5,May,May 2016,201605,18,2,Monday,2016,31,2016-05-31,False,False,False,True
20160503,2016-05-03,2016,2,Q2,5,May,May 2016,201605,18,3,Tuesday,2016,31,2016-05-31,False,False,False,True
20160504,2016-05-04,2016,2,Q2,5,May,May 2016,201605,18,4,Wednesday,2016,31,2016-05-31,False,False,False,True
20160505,2016-05-05,2016,2,Q2,5,May,May 2016,201605,18,5,Thursday,2016,31,2016-05-31,False,False,False,True
20160506,2016-05-06,2016,2,Q2,5,May,May 2016,201605,18,6,Friday,2016,31,2016-05-31,False,False,False,True
20160507,2016-05-07,2016,2,Q2,5,May,May 2016,201605,18,7,Saturday,2016,31,2016-05-31,True,False,False,True
20160508,2016-05-08,2016,2,Q2,5,May,May 2016,201605,18,8,Sunday,2016,31,2016-05-31,True,False,False,True
20160509,2016-05-09,2016,2,Q2,5,May,May 2016,201605,19,9,Monday,2016,31,2016-05-31,False,False,False,True
20160510,2016-05-10,2016,2,Q2,5,May,May 2016,201605,19,10,Tuesday,2016,31,2016-05-31,False,False,False,True
20160511,2016-05-11,2016,2,Q2,5,May,May 2016,201605,19,11,Wednesday,2016,31,2016-05-31,False,False,False,True
20160512,2016-05-12,2016,2,Q2,5,May,May 2016,201605,19,12,Thursday,2016,31,2016-05-31,False,False,False,True
20160513,2016-05-13,2016,2,Q2,5,May,May 2016,201605,19,13,Friday,2016,31,2016-05-31,False,False,False,True
20160514,2016-05-14,2016,2,Q2,5,May,May 2016,201605,19,14,Saturday,2016,31,2016-05-31,True,False,False,True
20160515,2016-05-15,2016,2,Q2,5,May,May 2016,201605,19,15,Sunday,2016,31,2016-05-31,True,False,False,True
20160516,2016-05-16,2016,2,Q2,5,May,May 2016,201605,20,16,Monday,2016,31,2016-05-31,False,False,False,True
20160517,2016-05-17,2016,2,Q2,5,May,May 2016,201605,20,17,Tuesday,2016,31,2016-05-31,False,False,False,True
20160518,2016-05-18,2016,2,Q2,5,May,May 2016,201605,20,18,Wednesday,2016,31,2016-05-31,False,False,False,True
20160519,2016-05-19,2016,2,Q2,5,May,May 2016,201605,20,19,Thursday,2016,31,2016-05-31,False,False,False,True
20160520,2016-05-20,2016,2,Q2,5,May,May 2016,201605,20,20,Friday,2016,31,2016-05-31,False,False,False,True
20160521,2016-05-21,2016,2,Q2,5,May,May 2016,201605,20,21,Saturday,2016,31,2016-05-31,True,False,False,True
20160522,2016-05-22,2016,2,Q2,5,May,May 2016,201605,20,22,Sunday,2016,31,2016-05-31,True,False,False,True
20160523,2016-05-23,2016,2,Q2,5,May,May 2016,201605,21,23,Monday,2016,31,2016-05-31,False,False,False,True
20160524,2016-05-24,2016,2,Q2,5,May,May 2016,201605,21,24,Tuesday,2016,31,2016-05-31,False,False,False,True
20160525,2016-05-25,2016,2,Q2,5,May,May 2016,201605,21,25,Wednesday,2016,31,2016-05-31,False,False,False,True
20160526,2016-05-26,2016,2,Q2,5,May,May 2016,201605,21,26,Thursday,2016,31,2016-05-31,False,False,False,True
20160527,2016-05-27,2016,2,Q2,5,May,May 2016,201605,21,27,Friday,2016,31,2016-05-31,False,False,False,True
20160528,2016-05-28,2016,2,Q2,5,May,May 2016,201605,21,28,Saturday,2016,31,2016-05-31,True,False,False,True
20160529,2016-05-29,2016,2,Q2,5,May,May 2016,201605,21,29,Sunday,2016,31,2016-05-31,True,False,False,True
20160530,2016-05-30,2016,2,Q2,5,May,May 2016,201605,22,30,Monday,2016,31,2016-05-31,False,False,False,True
20160531,2016-05-31,2016,2,Q2,5,May,May 2016,201605,22,31,Tuesday,2016,31,2016-05-31,False,False,True,True
20160601,2016-06-01,2016,2,Q2,6,June,Jun 2016,201606,22,1,Wednesday,2016,30,2016-06-30,False,True,False,True
20160602,2016-06-02,2016,2,Q2,6,June,Jun 2016,201606,22,2,Thursday,2016,30,2016-06-30,False,False,False,True
20160603,2016-06-03,2016,2,Q2,6,June,Jun 2016,201606,22,3,Friday,2016,30,2016-06-30,False,False,False,True
20160604,2016-06-04,2016,2,Q2,6,June,Jun 2016,201606,22,4,Saturday,2016,30,2016-06-30,True,False,False,True
20160605,2016-06-05,2016,2,Q2,6,June,Jun 2016,201606,22,5,Sunday,2016,30,2016-06-30,True,False,False,True
20160606,2016-06-06,2016,2,Q2,6,June,Jun 2016,201606,23,6,Monday,2016,30,2016-06-30,False,False,False,True
20160607,2016-06-07,2016,2,Q2,6,June,Jun 2016,201606,23,7,Tuesday,2016,30,2016-06-30,False,False,False,True
20160608,2016-06-08,2016,2,Q2,6,June,Jun 2016,201606,23,8,Wednesday,2016,30,2016-06-30,False,False,False,True
20160609,2016-06-09,2016,2,Q2,6,June,Jun 2016,201606,23,9,Thursday,2016,30,2016-06-30,False,False,False,True
20160610,2016-06-10,2016,2,Q2,6,June,Jun 2016,201606,23,10,Friday,2016,30,2016-06-30,False,False,False,True
20160611,2016-06-11,2016,2,Q2,6,June,Jun 2016,201606,23,11,Saturday,2016,30,2016-06-30,True,False,False,True
20160612,2016-06-12,2016,2,Q2,6,June,Jun 2016,201606,23,12,Sunday,2016,30,2016-06-30,True,False,False,True
20160613,2016-06-13,2016,2,Q2,6,June,Jun 2016,201606,24,13,Monday,2016,30,2016-06-30,False,False,False,True
20160614,2016-06-14,2016,2,Q2,6,June,Jun 2016,201606,24,14,Tuesday,2016,30,2016-06-30,False,False,False,True
20160615,2016-06-15,2016,2,Q2,6,June,Jun 2016,201606,24,15,Wednesday,2016,30,2016-06-30,False,False,False,True
20160616,2016-06-16,2016,2,Q2,6,June,Jun 2016,201606,24,16,Thursday,2016,30,2016-06-30,False,False,False,True
20160617,2016-06-17,2016,2,Q2,6,June,Jun 2016,201606,24,17,Friday,2016,30,2016-06-30,False,False,False,True
20160618,2016-06-18,2016,2,Q2,6,June,Jun 2016,201606,24,18,Saturday,2016,30,2016-06-30,True,False,False,True
20160619,2016-06-19,2016,2,Q2,6,June,Jun 2016,201606,24,19,Sunday,2016,30,2016-06-30,True,False,False,True
20160620,2016-06-20,2016,2,Q2,6,June,Jun 2016,201606,25,20,Monday,2016,30,2016-06-30,False,False,False,True
20160621,2016-06-21,2016,2,Q2,6,June,Jun 2016,201606,25,21,Tuesday,2016,30,2016-06-30,False,False,False,True
20160622,2016-06-22,2016,2,Q2,6,June,Jun 2016,201606,25,22,Wednesday,2016,30,2016-06-30,False,False,False,True
20160623,2016-06-23,2016,2,Q2,6,June,Jun 2016,201606,25,23,Thursday,2016,30,2016-06-30,False,False,False,True
20160624,2016-06-24,2016,2,Q2,6,June,Jun 2016,201606,25,24,Friday,2016,30,2016-06-30,False,False,False,True
20160625,2016-06-25,2016,2,Q2,6,June,Jun 2016,201606,25,25,Saturday,2016,30,2016-06-30,True,False,False,True
20160626,2016-06-26,2016,2,Q2,6,June,Jun 2016,201606,25,26,Sunday,2016,30,2016-06-30,True,False,False,True
20160627,2016-06-27,2016,2,Q2,6,June,Jun 2016,201606,26,27,Monday,2016,30,2016-06-30,False,False,False,True
20160628,2016-06-28,2016,2,Q2,6,June,Jun 2016,201606,26,28,Tuesday,2016,30,2016-06-30,False,False,False,True
20160629,2016-06-29,2016,2,Q2,6,June,Jun 2016,201606,26,29,Wednesday,2016,30,2016-06-30,False,False,False,True
20160630,2016-06-30,2016,2,Q2,6,June,Jun 2016,201606,26,30,Thursday,2016,30,2016-06-30,False,False,True,True
20160701,2016-07-01,2016,3,Q3,7,July,Jul 2016,201607,26,1,Friday,2016,31,2016-07-31,False,True,False,True
20160702,2016-07-02,2016,3,Q3,7,July,Jul 2016,201607,26,2,Saturday,2016,31,2016-07-31,True,False,False,True
20160703,2016-07-03,2016,3,Q3,7,July,Jul 2016,201607,26,3,Sunday,2016,31,2016-07-31,True,False,False,True
20160704,2016-07-04,2016,3,Q3,7,July,Jul 2016,201607,27,4,Monday,2016,31,2016-07-31,False,False,False,True
20160705,2016-07-05,2016,3,Q3,7,July,Jul 2016,201607,27,5,Tuesday,2016,31,2016-07-31,False,False,False,True
20160706,2016-07-06,2016,3,Q3,7,July,Jul 2016,201607,27,6,Wednesday,2016,31,2016-07-31,False,False,False,True
20160707,2016-07-07,2016,3,Q3,7,July,Jul 2016,201607,27,7,Thursday,2016,31,2016-07-31,False,False,False,True
20160708,2016-07-08,2016,3,Q3,7,July,Jul 2016,201607,27,8,Friday,2016,31,2016-07-31,False,False,False,True
20160709,2016-07-09,2016,3,Q3,7,July,Jul 2016,201607,27,9,Saturday,2016,31,2016-07-31,True,False,False,True
20160710,2016-07-10,2016,3,Q3,7,July,Jul 2016,201607,27,10,Sunday,2016,31,2016-07-31,True,False,False,True
20160711,2016-07-11,2016,3,Q3,7,July,Jul 2016,201607,28,11,Monday,2016,31,2016-07-31,False,False,False,True
20160712,2016-07-12,2016,3,Q3,7,July,Jul 2016,201607,28,12,Tuesday,2016,31,2016-07-31,False,False,False,True
20160713,2016-07-13,2016,3,Q3,7,July,Jul 2016,201607,28,13,Wednesday,2016,31,2016-07-31,False,False,False,True
20160714,2016-07-14,2016,3,Q3,7,July,Jul 2016,201607,28,14,Thursday,2016,31,2016-07-31,False,False,False,True
20160715,2016-07-15,2016,3,Q3,7,July,Jul 2016,201607,28,15,Friday,2016,31,2016-07-31,False,False,False,True
20160716,2016-07-16,2016,3,Q3,7,July,Jul 2016,201607,28,16,Saturday,2016,31,2016-07-31,True,False,False,True
20160717,2016-07-17,2016,3,Q3,7,July,Jul 2016,201607,28,17,Sunday,2016,31,2016-07-31,True,False,False,True
20160718,2016-07-18,2016,3,Q3,7,July,Jul 2016,201607,29,18,Monday,2016,31,2016-07-31,False,False,False,True
20160719,2016-07-19,2016,3,Q3,7,July,Jul 2016,201607,29,19,Tuesday,2016,31,2016-07-31,False,False,False,True
20160720,2016-07-20,2016,3,Q3,7,July,Jul 2016,201607,29,20,Wednesday,2016,31,2016-07-31,False,False,False,True
20160721,2016-07-21,2016,3,Q3,7,July,Jul 2016,201607,29,21,Thursday,2016,31,2016-07-31,False,False,False,True
20160722,2016-07-22,2016,3,Q3,7,July,Jul 2016,201607,29,22,Friday,2016,31,2016-07-31,False,False,False,True
20160723,2016-07-23,2016,3,Q3,7,July,Jul 2016,201607,29,23,Saturday,2016,31,2016-07-31,True,False,False,True
20160724,2016-07-24,2016,3,Q3,7,July,Jul 2016,201607,29,24,Sunday,2016,31,2016-07-31,True,False,False,True
20160725,2016-07-25,2016,3,Q3,7,July,Jul 2016,201607,30,25,Monday,2016,31,2016-07-31,False,False,False,True
20160726,2016-07-26,2016,3,Q3,7,July,Jul 2016,201607,30,26,Tuesday,2016,31,2016-07-31,False,False,False,True
20160727,2016-07-27,2016,3,Q3,7,July,Jul 2016,201607,30,27,Wednesday,2016,31,2016-07-31,False,False,False,True
20160728,2016-07-28,2016,3,Q3,7,July,Jul 2016,201607,30,28,Thursday,2016,31,2016-07-31,False,False,False,True
20160729,2016-07-29,2016,3,Q3,7,July,Jul 2016,201607,30,29,Friday,2016,31,2016-07-31,False,False,False,True
20160730,2016-07-30,2016,3,Q3,7,July,Jul 2016,201607,30,30,Saturday,2016,31,2016-07-31,True,False,False,True
20160731,2016-07-31,2016,3,Q3,7,July,Jul 2016,201607,30,31,Sunday,2016,31,2016-07-31,True,False,True,True
20160801,2016-08-01,2016,3,Q3,8,August,Aug 2016,201608,31,1,Monday,2016,31,2016-08-31,False,True,False,True
20160802,2016-08-02,2016,3,Q3,8,August,Aug 2016,201608,31,2,Tuesday,2016,31,2016-08-31,False,False,False,True
20160803,2016-08-03,2016,3,Q3,8,August,Aug 2016,201608,31,3,Wednesday,2016,31,2016-08-31,False,False,False,True
20160804,2016-08-04,2016,3,Q3,8,August,Aug 2016,201608,31,4,Thursday,2016,31,2016-08-31,False,False,False,True
20160805,2016-08-05,2016,3,Q3,8,August,Aug 2016,201608,31,5,Friday,2016,31,2016-08-31,False,False,False,True
20160806,2016-08-06,2016,3,Q3,8,August,Aug 2016,201608,31,6,Saturday,2016,31,2016-08-31,True,False,False,True
